Employee_ID,Age,Gender,Department,Job_Role,Experience,Education,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Joining_Date,Attrition,City,Employment_Type,Manager_Rating,Sick_Leaves,Attrition_Flag,Salary_Thousands
337,30.0,Female,Sales,Sales Manager,6,Master,137969.0,4,8.0,Yes,36,Yes,6,6,Yes,2023-11-05,No,Peshawar,Full-Time,9,4,0,137.969
338,47.0,Female,HR,HR Executive,0,PhD,68104.0,2,10.0,No,53,No,32,2,No,2018-07-02,No,Rawalpindi,Contract,9,14,0,68.104
339,29.0,Female,Finance,Financial Analyst,8,Master,116730.0,4,6.0,No,52,Yes,48,8,No,2016-03-04,No,Islamabad,Full-Time,10,8,0,116.73
340,56.0,Male,Sales,Sales Executive,6,Bachelor,107882.0,3,10.0,No,46,No,60,10,No,2023-07-11,No,Rawalpindi,Full-Time,5,2,0,107.882
341,54.0,Male,HR,Recruiter,9,PhD,113020.0,5,8.0,Yes,39,No,74,8,Yes,2015-01-03,No,Lahore,Full-Time,8,7,0,113.02
342,28.0,Male,Finance,Accountant,3,PhD,98124.0,3,9.0,No,47,No,71,4,No,2011-12-13,No,Lahore,Contract,4,13,0,98.124
343,30.0,Female,Sales,Sales Manager,0,Bachelor,46840.0,5,6.0,Yes,37,No,22,3,Yes,2014-06-29,No,Islamabad,Contract,8,4,0,46.84
344,32.0,Female,HR,Recruiter,6,PhD,122964.0,2,7.0,No,39,Yes,79,6,No,2016-07-08,No,Lahore,Full-Time,6,4,0,122.964
345,39.0,Female,Sales,Sales Executive,0,PhD,57178.0,5,7.0,No,42,No,20,1,Yes,2024-07-23,No,Karachi,Contract,7,14,0,57.178
346,24.0,Female,Finance,Financial Analyst,2,Bachelor,53956.0,2,6.0,No,50,Yes,71,3,No,2026-02-05,No,Peshawar,Contract,9,3,0,53.956
347,37.0,Female,Marketing,SEO Executive,13,Master,186726.0,3,6.0,No,51,No,37,12,No,2015-10-13,No,Karachi,Full-Time,9,11,0,186.726
348,53.0,Male,IT,Software Engineer,31,Bachelor,237245.0,1,10.0,No,50,No,10,12,No,2021-03-20,No,Faisalabad,Contract,10,3,0,237.245
349,28.0,Male,IT,DevOps Engineer,3,Master,96715.0,1,9.0,No,55,No,78,6,No,2017-08-03,No,Faisalabad,Contract,6,1,0,96.715
350,35.0,Male,Sales,Sales Executive,0,PhD,49577.0,1,7.0,No,49,No,49,2,No,2026-04-24,No,Islamabad,Full-Time,9,11,0,49.577
351,25.0,Female,Finance,Financial Analyst,3,PhD,95185.0,2,9.0,No,52,No,49,4,No,2019-08-21,No,Peshawar,Contract,8,5,0,95.185
352,44.0,Male,IT,Data Analyst,10,Master,141907.0,3,8.0,Yes,50,No,30,9,No,2025-09-07,No,Karachi,Full-Time,8,8,0,141.907
353,43.0,Female,Sales,Sales Manager,11,Bachelor,152087.0,2,7.0,No,44,Yes,55,9,No,2013-04-28,No,Lahore,Contract,8,2,0,152.087
354,60.0,Female,IT,Software Engineer,16,Bachelor,219838.0,4,5.0,Yes,47,No,77,13,Yes,2026-02-24,No,Peshawar,Contract,5,2,0,219.838
355,37.0,Male,Sales,Sales Executive,8,Bachelor,145552.0,2,4.0,Yes,49,Yes,6,7,No,2014-04-10,Yes,Rawalpindi,Full-Time,5,9,1,145.552
356,50.0,Female,HR,SEO Executive,17,PhD,204044.0,5,9.0,No,47,No,51,10,No,2026-01-12,No,Faisalabad,Full-Time,8,8,0,204.044
357,42.0,Female,Finance,Accountant,2,PhD,68178.0,2,7.0,Yes,52,Yes,69,3,No,2015-07-30,No,Lahore,Contract,10,15,0,68.178
358,60.0,Male,Finance,Accountant,22,PhD,210986.0,5,6.0,No,36,No,68,12,Yes,2013-03-21,No,Peshawar,Full-Time,10,13,0,210.986
359,50.0,Male,IT,DevOps Engineer,28,Master,158359.0,1,7.0,No,43,Yes,67,13,No,2018-02-10,No,Rawalpindi,Full-Time,9,13,0,158.359
360,50.0,Female,Sales,Sales Executive,17,PhD,193323.0,5,6.0,No,51,Yes,74,11,Yes,2022-07-10,No,Peshawar,Contract,10,10,0,193.323
361,26.0,Male,Finance,Accountant,4,Master,94004.0,2,5.0,Yes,40,Yes,68,4,No,2016-04-19,No,Peshawar,Full-Time,8,3,0,94.004
362,47.0,Female,IT,Software Engineer,25,Master,119197.5,2,9.0,No,44,Yes,60,13,No,2020-09-08,No,Karachi,Contract,4,8,0,119.1975
363,38.0,Female,IT,Software Engineer,6,Bachelor,122263.0,1,8.0,Yes,43,Yes,76,9,No,2019-04-08,No,Islamabad,Full-Time,8,1,0,122.263
364,32.0,Male,Finance,Accountant,8,Bachelor,125215.0,1,10.0,No,53,Yes,27,8,No,2017-05-16,No,Karachi,Contract,10,6,0,125.215
365,56.0,Male,Sales,Sales Executive,22,Bachelor,228606.0,5,7.0,Yes,49,Yes,61,13,Yes,2020-03-30,No,Peshawar,Full-Time,5,0,0,228.606
366,41.0,Female,Marketing,Marketing Specialist,3,Master,89336.0,1,6.0,Yes,41,No,63,4,No,2015-06-01,No,Peshawar,Full-Time,7,12,0,89.336
367,57.0,Male,IT,DevOps Engineer,21,Bachelor,181385.0,2,8.0,Yes,47,No,12,15,No,2022-03-24,No,Islamabad,Full-Time,10,15,0,181.385
368,55.0,Male,Marketing,Marketing Specialist,20,PhD,249211.0,3,9.0,No,39,Yes,42,11,No,2011-08-15,No,Faisalabad,Contract,6,13,0,249.211
369,27.0,Female,Sales,Sales Manager,0,Master,58391.0,5,7.0,No,44,No,12,2,Yes,2025-06-24,No,Karachi,Contract,7,1,0,58.391
370,42.0,Male,Finance,Accountant,17,Bachelor,200449.0,3,6.0,No,36,Yes,70,11,No,2019-09-03,No,Karachi,Contract,8,11,0,200.449
371,51.0,Male,HR,HR Executive,28,Bachelor,159563.0,4,8.0,Yes,53,Yes,53,11,Yes,2022-05-21,No,Peshawar,Contract,5,6,0,159.563
372,37.0,Female,Finance,Accountant,5,Master,97452.0,1,4.0,Yes,39,No,59,6,No,2022-09-22,No,Lahore,Contract,5,9,0,97.452
373,22.0,Female,Finance,Financial Analyst,1,Master,66762.0,3,7.0,No,35,Yes,62,2,No,2021-08-27,No,Islamabad,Full-Time,8,4,0,66.762
374,29.0,Male,IT,DevOps Engineer,2,Master,57594.0,2,8.0,No,43,No,73,2,No,2017-01-21,No,Karachi,Full-Time,9,9,0,57.594
375,28.0,Male,Marketing,SEO Executive,6,Bachelor,113158.0,5,6.0,No,50,Yes,19,7,No,2012-08-23,No,Karachi,Contract,4,7,0,113.158
376,26.0,Male,HR,HR Executive,3,PhD,94194.0,4,7.0,Yes,36,Yes,45,4,Yes,2021-07-23,No,Islamabad,Contract,8,1,0,94.194
377,38.0,Male,HR,Recruiter,11,Master,201290.0,2,5.0,Yes,51,Yes,28,14,No,2016-07-19,No,Lahore,Full-Time,6,6,0,201.29
378,50.0,Male,Sales,Sales Executive,26,Bachelor,222987.0,2,7.0,Yes,45,Yes,13,10,No,2016-04-20,No,Faisalabad,Contract,8,13,0,222.987
379,32.0,Female,Marketing,Marketing Specialist,5,Bachelor,92423.0,1,4.0,Yes,35,No,77,4,No,2024-04-25,No,Lahore,Full-Time,7,3,0,92.423
380,56.0,Male,IT,DevOps Engineer,1,PhD,49255.0,5,8.0,Yes,49,No,37,3,No,2022-05-23,No,Rawalpindi,Contract,7,11,0,49.255
381,51.0,Female,Sales,Sales Executive,7,Bachelor,125457.0,2,9.0,No,35,No,23,8,No,2016-02-06,No,Islamabad,Full-Time,6,1,0,125.457
382,47.0,Male,Sales,Sales Executive,26,PhD,203188.0,4,8.0,No,49,No,64,14,No,2016-03-26,No,Islamabad,Full-Time,7,11,0,203.188
383,55.0,Male,Sales,Sales Executive,15,Bachelor,224499.0,5,9.0,No,49,No,44,11,Yes,2017-09-20,No,Peshawar,Full-Time,6,6,0,224.499
384,56.0,Female,Sales,Sales Executive,19,PhD,176137.0,3,6.0,No,40,No,28,11,No,2017-08-18,No,Rawalpindi,Full-Time,8,14,0,176.137
385,58.0,Male,HR,Recruiter,17,PhD,234048.0,5,4.0,Yes,41,No,45,14,Yes,2016-01-11,Yes,Peshawar,Full-Time,10,14,1,234.048
386,28.0,Male,Finance,Accountant,1,Bachelor,50862.0,3,5.0,Yes,41,Yes,44,1,No,2013-07-03,No,Karachi,Full-Time,6,2,0,50.862
387,59.0,Female,Marketing,SEO Executive,30,Master,187976.0,1,3.0,Yes,52,Yes,25,12,No,2017-11-25,No,Peshawar,Full-Time,10,13,0,187.976
388,32.0,Female,Marketing,SEO Executive,11,Master,164858.0,4,6.0,Yes,36,No,65,10,Yes,2025-09-13,No,Peshawar,Full-Time,4,12,0,164.858
389,45.0,Female,IT,DevOps Engineer,18,PhD,152602.0,5,4.0,Yes,45,No,13,15,No,2021-10-03,No,Lahore,Contract,6,5,0,152.602
390,29.0,Male,Sales,Sales Executive,5,Master,81623.0,1,7.0,No,53,Yes,51,6,No,2025-02-19,No,Peshawar,Full-Time,8,8,0,81.623
391,55.0,Male,Marketing,SEO Executive,31,Master,235118.0,3,9.0,No,49,No,10,11,No,2020-10-29,No,Lahore,Full-Time,6,8,0,235.118
392,57.0,Male,IT,Data Analyst,8,PhD,119838.0,2,8.0,No,47,Yes,39,9,No,2016-02-09,No,Karachi,Full-Time,7,12,0,119.838
393,48.0,Female,Finance,Financial Analyst,4,Master,88100.0,4,7.0,Yes,43,No,15,4,Yes,2019-10-25,No,Peshawar,Contract,6,10,0,88.1
394,28.0,Male,IT,Software Engineer,1,Bachelor,119197.5,2,7.0,Yes,37,Yes,6,3,No,2011-08-08,No,Islamabad,Full-Time,10,10,0,119.1975
395,59.0,Female,IT,Software Engineer,21,PhD,157361.0,2,6.0,Yes,37,Yes,16,10,No,2015-11-25,No,Karachi,Full-Time,9,0,0,157.361
396,25.0,Male,HR,HR Executive,3,Master,85599.0,4,7.0,No,40,No,80,4,Yes,2018-01-16,No,Peshawar,Full-Time,8,1,0,85.599
397,27.0,Male,Marketing,Marketing Specialist,1,Master,62936.0,1,10.0,No,40,Yes,25,1,No,2020-04-17,No,Lahore,Full-Time,5,12,0,62.936
398,54.0,Female,Finance,Financial Analyst,13,Master,246396.0,5,6.0,No,55,No,25,11,Yes,2021-06-01,No,Islamabad,Contract,4,2,0,246.396
399,25.0,Female,Sales,Sales Manager,0,PhD,40393.0,1,8.0,No,53,Yes,77,3,No,2018-07-27,No,Peshawar,Contract,6,8,0,40.393
400,52.0,Female,Sales,Sales Manager,31,Master,221554.0,2,6.0,Yes,40,No,57,11,No,2018-03-24,No,Rawalpindi,Contract,8,14,0,221.554
401,51.0,Female,Finance,Financial Analyst,14,Bachelor,204997.0,2,6.0,No,45,Yes,56,8,No,2014-10-19,No,Lahore,Contract,10,11,0,204.997
402,31.0,Male,Sales,Sales Executive,3,Bachelor,85475.0,3,5.0,Yes,41,No,55,4,No,2018-09-10,No,Karachi,Contract,6,5,0,85.475
403,36.0,Male,Marketing,SEO Executive,15,PhD,206735.0,2,9.0,No,36,Yes,13,14,No,2025-02-10,No,Peshawar,Contract,7,10,0,206.735
404,31.0,Male,Marketing,SEO Executive,8,Master,132145.0,3,10.0,No,40,No,59,6,No,2023-07-15,No,Lahore,Contract,9,3,0,132.145
405,43.0,Female,HR,Recruiter,22,Bachelor,158273.0,4,5.0,Yes,48,Yes,46,8,No,2014-02-20,No,Islamabad,Contract,6,7,0,158.273
406,58.0,Female,Finance,Financial Analyst,12,Bachelor,242812.0,2,9.0,No,53,Yes,45,11,No,2012-11-12,No,Islamabad,Full-Time,7,3,0,242.812
407,27.0,Female,HR,Recruiter,3,PhD,72193.0,4,9.0,No,41,Yes,51,6,Yes,2019-04-30,No,Peshawar,Contract,10,1,0,72.193
408,42.0,Female,HR,HR Executive,19,Master,185750.0,4,8.0,Yes,54,Yes,20,13,Yes,2021-02-01,No,Faisalabad,Full-Time,6,9,0,185.75
409,37.0,Female,HR,Recruiter,13,PhD,184208.0,2,6.0,Yes,35,No,15,11,No,2016-08-15,No,Karachi,Contract,6,11,0,184.208
410,46.0,Male,HR,Recruiter,19,Master,185855.0,3,8.0,No,54,No,25,15,No,2023-11-15,No,Islamabad,Full-Time,5,4,0,185.855
411,25.0,Female,IT,Software Engineer,4,Master,80330.0,5,8.0,No,55,No,55,6,Yes,2022-11-11,No,Islamabad,Full-Time,4,5,0,80.33
412,40.0,Male,Finance,Financial Analyst,32,Bachelor,215100.0,1,5.0,Yes,39,Yes,35,9,No,2021-09-08,No,Peshawar,Full-Time,5,2,0,215.1
413,27.0,Female,Finance,Financial Analyst,2,Bachelor,57862.0,5,7.0,No,55,Yes,75,1,No,2014-12-18,No,Rawalpindi,Contract,7,2,0,57.862
414,38.0,Male,HR,HR Executive,7,Bachelor,103439.0,4,7.0,Yes,36,Yes,24,7,No,2014-08-01,No,Peshawar,Full-Time,4,4,0,103.439
415,47.0,Male,Finance,Financial Analyst,16,Master,237771.0,5,7.0,Yes,36,Yes,31,14,No,2011-12-17,No,Rawalpindi,Full-Time,4,7,0,237.771
416,27.0,Female,IT,Data Analyst,4,Bachelor,74989.0,5,10.0,No,43,No,25,3,No,2015-04-08,No,Karachi,Full-Time,6,6,0,74.989
417,42.0,Female,Finance,Accountant,12,Bachelor,209198.0,4,6.0,No,55,Yes,28,8,No,2018-09-21,No,Peshawar,Contract,8,3,0,209.198
418,35.0,Male,IT,DevOps Engineer,12,PhD,240406.0,5,10.0,No,44,No,11,11,No,2024-05-04,No,Peshawar,Contract,10,7,0,240.406
419,41.0,Male,HR,HR Executive,6,Bachelor,132741.0,3,8.0,Yes,47,No,66,9,No,2012-09-08,No,Islamabad,Full-Time,7,9,0,132.741
420,28.0,Male,HR,HR Executive,0,PhD,48986.0,3,4.0,Yes,47,Yes,11,1,No,2017-10-23,No,Karachi,Full-Time,7,11,0,48.986
421,45.0,Male,HR,Recruiter,8,Master,119494.0,1,6.0,No,39,No,31,6,No,2021-01-15,No,Peshawar,Full-Time,6,3,0,119.494
422,22.0,Male,Sales,Sales Executive,0,PhD,68501.0,5,4.0,Yes,43,No,13,3,Yes,2014-07-06,Yes,Lahore,Contract,6,4,1,68.501
423,24.0,Female,Sales,Sales Executive,3,Master,70434.0,1,6.0,No,43,No,30,3,No,2022-01-15,No,Rawalpindi,Full-Time,10,8,0,70.434
424,37.0,Female,Finance,Accountant,0,PhD,58315.0,4,7.0,Yes,42,No,51,3,No,2019-01-04,No,Karachi,Contract,10,2,0,58.315
425,56.0,Male,Sales,Sales Manager,23,PhD,192036.0,4,8.0,No,53,No,64,13,Yes,2015-04-03,No,Islamabad,Full-Time,5,11,0,192.036
426,45.0,Female,Sales,Sales Manager,2,PhD,50905.0,4,7.0,Yes,52,Yes,48,2,No,2021-06-08,No,Islamabad,Full-Time,7,4,0,50.905
427,58.0,Male,Marketing,Marketing Specialist,13,PhD,204916.0,5,8.0,Yes,36,Yes,37,9,Yes,2011-09-05,No,Rawalpindi,Full-Time,8,5,0,204.916
428,29.0,Female,Finance,Financial Analyst,5,PhD,77178.0,4,8.0,Yes,38,No,24,5,Yes,2022-11-10,No,Rawalpindi,Contract,9,6,0,77.178
429,53.0,Male,Marketing,Marketing Specialist,4,PhD,94766.0,3,3.0,Yes,41,Yes,8,6,No,2023-02-23,Yes,Islamabad,Full-Time,10,0,1,94.766
430,33.0,Male,IT,Software Engineer,1,Master,53825.0,4,7.0,No,54,No,54,2,No,2013-03-11,No,Rawalpindi,Full-Time,4,11,0,53.825
431,59.0,Male,Sales,Sales Manager,31,Bachelor,196071.0,3,9.0,No,50,Yes,59,8,No,2017-12-21,No,Rawalpindi,Contract,9,11,0,196.071
432,24.0,Female,IT,Data Analyst,0,Master,42718.0,1,8.0,No,47,Yes,65,1,No,2014-03-26,No,Islamabad,Full-Time,7,1,0,42.718
433,35.0,Female,Finance,Financial Analyst,1,Bachelor,59445.0,1,8.0,Yes,49,Yes,64,3,No,2025-12-18,No,Peshawar,Full-Time,8,8,0,59.445
434,56.0,Male,Marketing,SEO Executive,16,PhD,172795.0,3,3.0,Yes,40,No,47,15,No,2019-05-13,No,Karachi,Contract,10,13,0,172.795
435,34.0,Female,HR,HR Executive,7,Bachelor,148793.0,4,4.0,Yes,44,Yes,48,7,No,2012-05-07,No,Karachi,Contract,4,15,0,148.793
436,32.0,Male,IT,Software Engineer,2,PhD,54355.0,3,6.0,Yes,48,No,74,2,No,2015-05-02,No,Faisalabad,Full-Time,10,3,0,54.355
437,39.0,Female,Sales,Sales Executive,17,PhD,158542.0,3,7.0,No,46,No,69,9,No,2024-04-27,No,Rawalpindi,Full-Time,9,7,0,158.542
438,32.0,Male,IT,Software Engineer,9,Bachelor,129235.0,3,6.0,No,43,Yes,28,10,No,2018-06-10,No,Peshawar,Full-Time,8,13,0,129.235
439,36.0,Male,Marketing,Marketing Specialist,4,Master,70366.0,1,5.0,Yes,35,No,79,5,No,2023-08-13,No,Lahore,Contract,8,0,0,70.366
440,37.0,Female,HR,Recruiter,6,Bachelor,131344.0,2,10.0,No,40,Yes,23,9,No,2021-08-10,No,Peshawar,Contract,4,4,0,131.344
441,52.0,Male,HR,HR Executive,10,Bachelor,141000.0,2,8.0,No,43,Yes,60,8,No,2026-05-31,No,Peshawar,Contract,10,1,0,141.0
442,34.0,Female,Sales,Sales Executive,6,Master,149060.0,4,9.0,No,51,Yes,35,7,Yes,2020-07-11,No,Faisalabad,Full-Time,8,9,0,149.06
443,48.0,Male,Sales,Sales Executive,17,Bachelor,234069.0,3,10.0,No,47,No,48,8,No,2025-11-05,No,Peshawar,Full-Time,6,9,0,234.069
444,41.0,Female,Marketing,SEO Executive,16,Master,211515.0,1,8.0,No,50,Yes,37,13,No,2024-12-19,No,Rawalpindi,Full-Time,9,8,0,211.515
445,42.0,Female,Finance,Accountant,7,PhD,119197.5,3,10.0,No,48,No,59,7,No,2020-10-13,No,Lahore,Contract,8,6,0,119.1975
446,34.0,Female,HR,Recruiter,11,PhD,176799.0,5,7.0,Yes,40,No,36,15,No,2022-05-20,No,Faisalabad,Contract,8,6,0,176.799
447,45.0,Male,HR,Recruiter,12,Master,224473.0,5,9.0,No,39,Yes,37,15,No,2019-03-02,No,Peshawar,Contract,6,3,0,224.473
448,34.0,Female,IT,Software Engineer,7,Master,133496.0,4,6.0,Yes,43,No,67,10,No,2024-01-20,No,Faisalabad,Contract,5,3,0,133.496
449,29.0,Male,Sales,Sales Manager,2,Bachelor,41344.0,3,7.0,No,52,Yes,17,1,No,2019-10-24,No,Islamabad,Full-Time,4,13,0,41.344
450,58.0,Male,IT,DevOps Engineer,0,Bachelor,49312.0,2,6.0,No,42,No,35,2,No,2025-01-19,No,Islamabad,Contract,5,4,0,49.312
451,36.0,Male,Marketing,SEO Executive,12,Bachelor,171023.0,5,7.0,No,54,No,20,9,No,2022-10-01,No,Faisalabad,Full-Time,9,3,0,171.023
452,51.0,Male,HR,HR Executive,28,Bachelor,164075.0,2,7.0,No,44,No,62,8,No,2018-09-18,No,Lahore,Contract,9,6,0,164.075
453,48.0,Female,IT,Software Engineer,14,Bachelor,230616.0,1,5.0,Yes,43,No,60,14,No,2015-06-26,No,Karachi,Contract,8,10,0,230.616
454,54.0,Female,IT,Data Analyst,28,PhD,168941.0,5,5.0,Yes,47,No,31,9,No,2015-04-21,No,Lahore,Contract,10,6,0,168.941
455,37.0,Female,Sales,Sales Manager,7,Master,101590.0,2,8.0,No,37,Yes,54,10,No,2021-02-27,No,Faisalabad,Contract,9,11,0,101.59
456,53.0,Female,Sales,Sales Executive,28,Master,183413.0,2,7.0,No,46,No,25,13,No,2023-01-30,No,Karachi,Contract,6,5,0,183.413
457,24.0,Female,Marketing,Marketing Specialist,2,Bachelor,63170.0,1,6.0,Yes,52,No,15,1,No,2019-06-01,No,Lahore,Full-Time,8,8,0,63.17
458,31.0,Female,HR,Recruiter,4,Bachelor,80210.0,5,5.0,Yes,42,Yes,78,4,No,2020-12-29,No,Lahore,Contract,4,5,0,80.21
459,37.0,Male,Sales,Sales Executive,6,PhD,104415.0,3,8.0,Yes,40,No,75,6,No,2015-09-18,No,Peshawar,Full-Time,10,11,0,104.415
460,56.0,Male,HR,HR Executive,15,Bachelor,185695.0,5,9.0,No,36,Yes,26,8,Yes,2012-10-03,No,Islamabad,Full-Time,8,1,0,185.695
461,60.0,Female,HR,HR Executive,36,Master,209630.0,1,4.0,Yes,42,Yes,13,10,No,2015-11-18,Yes,Rawalpindi,Full-Time,9,12,1,209.63
462,55.0,Female,Finance,Financial Analyst,25,PhD,218819.0,5,7.0,No,54,No,72,15,No,2015-09-02,No,Faisalabad,Contract,6,13,0,218.819
463,35.0,Male,HR,HR Executive,9,Master,139609.0,4,7.0,No,44,Yes,45,9,Yes,2016-05-22,No,Islamabad,Full-Time,7,15,0,139.609
464,31.0,Female,HR,Recruiter,9,PhD,125975.0,2,9.0,No,42,No,67,7,No,2019-09-12,No,Lahore,Contract,4,12,0,125.975
465,35.0,Female,Sales,Sales Manager,2,Master,44768.0,1,8.0,Yes,46,No,64,3,No,2013-09-02,No,Karachi,Full-Time,6,12,0,44.768
466,60.0,Female,Sales,Sales Executive,22,PhD,155311.0,1,3.0,Yes,45,No,69,15,No,2015-01-24,Yes,Faisalabad,Contract,6,5,1,155.311
467,25.0,Male,HR,Recruiter,4,Bachelor,70791.0,4,8.0,No,54,No,46,6,Yes,2022-01-02,No,Peshawar,Contract,6,9,0,70.791
468,50.0,Female,Marketing,Marketing Specialist,13,PhD,170097.0,3,6.0,No,49,Yes,23,14,No,2022-03-11,No,Karachi,Full-Time,9,6,0,170.097
469,39.0,Female,HR,SEO Executive,7,Bachelor,100793.0,2,7.0,Yes,53,No,24,7,No,2012-07-22,No,Karachi,Contract,7,13,0,100.793
470,35.0,Male,Marketing,SEO Executive,1,Bachelor,63830.0,1,8.0,Yes,49,No,19,2,No,2017-09-16,No,Karachi,Contract,5,2,0,63.83
471,45.0,Female,Sales,Sales Manager,8,PhD,141387.0,5,9.0,No,53,Yes,33,8,No,2019-09-25,No,Faisalabad,Contract,5,0,0,141.387
472,54.0,Female,Finance,Financial Analyst,31,PhD,227554.0,3,7.0,Yes,39,Yes,36,12,No,2017-10-31,Yes,Rawalpindi,Full-Time,4,14,1,227.554
473,48.0,Female,Marketing,SEO Executive,13,PhD,160633.0,2,6.0,Yes,50,No,12,11,No,2014-09-12,No,Islamabad,Contract,8,13,0,160.633
474,48.0,Female,Sales,Sales Executive,0,Master,50092.0,4,5.0,Yes,47,No,60,1,Yes,2017-11-23,No,Islamabad,Full-Time,7,7,0,50.092
475,43.0,Male,Marketing,Marketing Specialist,19,Master,160863.0,1,8.0,Yes,35,No,68,9,No,2025-03-02,No,Faisalabad,Contract,4,2,0,160.863
476,22.0,Female,HR,HR Executive,0,Bachelor,67642.0,3,5.0,Yes,53,Yes,26,2,No,2020-05-10,No,Lahore,Contract,9,9,0,67.642
477,59.0,Male,IT,Software Engineer,2,PhD,65871.0,4,7.0,Yes,50,No,80,1,Yes,2022-01-10,No,Karachi,Full-Time,10,9,0,65.871
478,30.0,Male,Marketing,SEO Executive,7,PhD,142170.0,1,5.0,Yes,54,No,9,10,No,2024-06-12,No,Islamabad,Full-Time,7,12,0,142.17
479,50.0,Female,HR,Recruiter,16,Master,204784.0,3,8.0,Yes,45,Yes,64,11,No,2023-01-29,No,Islamabad,Contract,9,4,0,204.784
480,27.0,Male,HR,HR Executive,4,Bachelor,84710.0,2,9.0,No,37,No,45,4,No,2017-04-20,No,Lahore,Full-Time,9,7,0,84.71
481,29.0,Female,Sales,Sales Manager,3,Master,81934.0,4,6.0,Yes,46,Yes,9,4,Yes,2011-09-07,No,Peshawar,Full-Time,5,8,0,81.934
482,47.0,Female,Sales,Sales Manager,14,Bachelor,236298.0,5,3.0,Yes,40,Yes,37,13,No,2016-11-14,Yes,Islamabad,Contract,10,13,1,236.298
483,30.0,Male,HR,HR Executive,8,PhD,113255.0,4,6.0,No,35,No,52,7,Yes,2022-11-24,No,Rawalpindi,Contract,4,10,0,113.255
484,35.0,Male,Sales,Sales Executive,5,PhD,87395.0,5,8.0,Yes,54,No,10,6,No,2024-05-25,No,Peshawar,Contract,8,14,0,87.395
485,24.0,Female,Marketing,SEO Executive,2,Bachelor,55548.0,4,6.0,Yes,53,No,80,2,No,2025-11-23,No,Rawalpindi,Full-Time,8,7,0,55.548
486,36.0,Female,Finance,Accountant,12,Master,155314.0,4,5.0,Yes,47,No,11,11,No,2017-11-17,No,Karachi,Full-Time,5,2,0,155.314
487,41.0,Male,IT,DevOps Engineer,15,PhD,165187.0,4,3.0,Yes,45,Yes,6,11,No,2022-10-22,No,Lahore,Contract,8,13,0,165.187
488,23.0,Male,HR,Recruiter,0,PhD,45538.0,3,7.0,No,43,Yes,59,3,No,2019-10-15,No,Peshawar,Contract,9,6,0,45.538
489,40.0,Female,Finance,Accountant,17,PhD,159991.0,1,3.0,Yes,35,Yes,39,10,No,2020-08-23,Yes,Faisalabad,Full-Time,10,5,1,159.991
490,54.0,Female,Finance,Accountant,32,Bachelor,160914.0,1,6.0,No,40,Yes,74,13,No,2014-11-26,No,Rawalpindi,Contract,6,8,0,160.914
491,26.0,Male,Marketing,Marketing Specialist,1,Master,55685.0,3,7.0,No,45,No,18,3,No,2014-11-20,No,Lahore,Full-Time,4,12,0,55.685
492,52.0,Male,HR,HR Executive,14,PhD,200760.0,3,7.0,Yes,36,No,29,13,No,2018-02-17,No,Rawalpindi,Contract,5,0,0,200.76
493,45.0,Female,Finance,Accountant,13,PhD,210749.0,2,7.0,Yes,38,Yes,65,9,No,2012-01-12,No,Karachi,Contract,10,15,0,210.749
494,29.0,Male,Marketing,SEO Executive,5,Bachelor,79615.0,1,5.0,Yes,44,No,53,3,No,2016-08-20,No,Islamabad,Contract,4,4,0,79.615
495,26.0,Female,Finance,Financial Analyst,0,Master,53332.0,1,5.0,Yes,45,Yes,22,1,No,2021-10-13,No,Islamabad,Contract,6,3,0,53.332
496,38.0,Female,IT,Software Engineer,10,Bachelor,138156.0,2,10.0,No,43,Yes,75,6,No,2017-08-29,No,Lahore,Full-Time,4,9,0,138.156
497,47.0,Male,Finance,Accountant,9,Master,117632.0,2,6.0,Yes,38,Yes,66,6,No,2014-01-26,No,Karachi,Contract,4,1,0,117.632
498,56.0,Male,Finance,Financial Analyst,16,Bachelor,160749.0,2,8.0,Yes,55,Yes,65,13,No,2018-08-09,No,Faisalabad,Full-Time,5,6,0,160.749
499,54.0,Male,HR,HR Executive,26,Bachelor,225588.0,4,4.0,Yes,42,No,32,11,No,2013-07-05,Yes,Peshawar,Contract,8,12,1,225.588
500,59.0,Female,HR,Recruiter,37,Master,230790.0,4,10.0,No,55,Yes,19,9,Yes,2020-12-05,No,Islamabad,Full-Time,6,12,0,230.79
501,58.0,Male,Finance,Accountant,37,Bachelor,167360.0,2,5.0,Yes,36,No,22,8,No,2011-12-31,No,Peshawar,Full-Time,5,6,0,167.36
502,22.0,Male,IT,DevOps Engineer,0,PhD,43504.0,2,6.0,Yes,39,Yes,52,2,No,2017-07-03,No,Karachi,Contract,7,10,0,43.504
503,50.0,Male,Sales,Sales Manager,27,PhD,201014.0,2,6.0,No,42,No,40,13,No,2020-01-23,No,Lahore,Full-Time,10,13,0,201.014
504,49.0,Female,Finance,Accountant,5,Bachelor,87179.0,2,7.0,No,38,Yes,41,5,No,2012-01-01,No,Karachi,Contract,7,8,0,87.179
505,52.0,Male,Sales,Sales Executive,29,Master,208896.0,3,7.0,No,50,No,25,11,No,2021-03-27,No,Islamabad,Full-Time,10,15,0,208.896
