Age,Gender,Experience,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Manager_Rating,Sick_Leaves,Years_At_Company,Previous_Experience,Salary_Per_Experience,Workload_Score,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Data Analyst,Job_Role_DevOps Engineer,Job_Role_Financial Analyst,Job_Role_HR Executive,Job_Role_Marketing Specialist,Job_Role_Recruiter,Job_Role_SEO Executive,Job_Role_Sales Executive,Job_Role_Sales Manager,Job_Role_Software Engineer,Education_Master,Education_PhD,City_Islamabad,City_Karachi,City_Lahore,City_Peshawar,City_Rawalpindi,Employment_Type_Full-Time,Salary_Band_Medium,Salary_Band_High,Salary_Band_Very High,Experience_Band_Junior,Experience_Band_Mid Level,Experience_Band_Senior,Satisfaction_Category_Medium,Satisfaction_Category_High,Performance_Category_Average,Performance_Category_High
45.0,1,21,166293.0,5,6.0,0,45,1,61,12,No,9,14,0.6,20.4,7918.71,16.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
24.0,1,3,83389.0,5,8.0,0,43,1,61,3,No,4,5,13.8,0.0,27796.33,7.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
30.0,0,2,47624.0,1,6.0,0,51,0,10,1,No,5,7,12.2,0.0,23812.0,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23.0,1,2,51459.0,1,5.0,1,49,1,35,1,No,8,6,6.1,0.0,25729.5,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48.0,0,20,153236.0,5,8.0,0,46,0,52,13,Yes,10,15,4.9,15.1,7661.8,17.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
24.0,1,1,59956.0,3,7.0,0,51,1,53,1,No,8,1,11.5,0.0,59956.0,6.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
26.0,0,4,87660.0,5,7.0,0,36,0,45,3,No,10,8,13.2,0.0,21915.0,6.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
37.0,1,7,145421.0,4,8.0,0,48,1,50,7,No,9,2,1.7,5.3,20774.43,11.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
50.0,1,7,126713.0,2,6.0,0,43,0,45,10,No,8,3,11.3,0.0,18101.86,14.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
54.0,0,31,209515.0,2,6.0,0,48,0,17,8,No,4,4,6.1,24.9,6758.55,12.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
32.0,0,2,69630.0,3,5.0,1,47,0,20,2,No,5,10,5.7,0.0,34815.0,6.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24.0,0,2,64271.0,3,4.0,1,50,1,80,2,No,10,2,8.7,0.0,32135.5,7.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51.0,1,10,106350.0,3,6.0,1,45,0,41,7,No,7,10,6.3,3.7,10635.0,11.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
31.0,0,3,88846.0,1,6.0,1,44,1,41,5,No,6,8,7.2,0.0,29615.33,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
32.0,1,4,91837.0,2,3.0,1,41,1,10,5,No,4,6,1.0,3.0,22959.25,9.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
35.0,1,9,134137.0,4,5.0,1,38,0,60,7,Yes,6,15,11.9,0.0,14904.11,10.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
29.0,1,1,50718.0,5,9.0,0,43,1,45,1,Yes,6,1,4.3,0.0,50718.0,5.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
34.0,0,10,108970.0,4,6.0,1,42,0,65,10,Yes,10,4,11.4,0.0,10897.0,14.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1
30.0,0,1,40104.0,1,8.0,1,52,1,9,2,No,7,13,9.1,0.0,40104.0,7.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
59.0,0,22,189334.0,3,8.0,0,50,0,50,11,No,9,15,4.9,17.1,8606.09,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
29.0,1,6,143412.0,1,7.0,0,49,1,49,9,No,5,12,10.5,0.0,23902.0,13.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
60.0,1,15,216517.0,4,9.0,0,52,0,45,11,No,4,13,10.3,4.7,14434.47,16.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
38.0,0,8,122271.0,3,8.0,1,48,1,73,6,No,7,6,3.7,4.3,15283.88,10.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
43.0,0,19,199700.0,3,5.0,1,52,1,71,9,No,6,6,13.9,5.1,10510.53,14.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
32.0,1,11,199005.0,4,7.0,1,52,1,9,13,Yes,5,0,8.1,2.9,18091.36,18.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
53.0,0,10,115073.0,1,6.0,0,38,0,21,7,No,6,8,0.0,10.0,11507.3,10.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
54.0,1,1,43131.0,5,7.0,1,47,0,46,3,Yes,10,13,0.1,0.9,43131.0,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
51.0,0,3,82339.0,4,10.0,0,42,0,66,5,Yes,4,9,13.9,0.0,27446.33,9.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
53.0,1,23,209279.0,5,7.0,1,47,0,52,11,Yes,4,15,11.8,11.2,9099.09,15.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
31.0,0,1,68338.0,5,3.0,1,37,0,65,2,No,5,7,11.0,0.0,68338.0,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
43.0,0,1,68554.0,3,8.0,0,41,0,45,1,No,9,7,1.0,0.0,68554.0,5.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
54.0,0,6,124620.0,1,3.0,1,51,1,30,7,No,5,14,1.8,4.2,20770.0,12.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
32.0,1,2,53087.0,3,10.0,0,48,0,71,1,No,4,10,1.8,0.2,26543.5,5.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
31.0,1,8,134038.0,3,7.0,1,49,0,22,10,No,7,5,9.5,0.0,16754.75,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
42.0,1,5,70183.0,2,10.0,0,38,0,17,5,No,5,1,12.6,0.0,14036.6,8.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0
26.0,1,5,90605.0,2,8.0,0,44,0,52,3,No,6,12,2.5,2.5,18121.0,7.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
26.0,0,0,119197.5,5,10.0,0,39,0,78,2,No,4,8,4.5,0.0,119197.5,5.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
22.0,0,0,44696.0,4,10.0,0,35,1,11,1,No,10,4,5.8,0.0,44696.0,4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
42.0,1,16,199454.0,4,8.0,0,44,1,32,14,Yes,6,5,0.2,15.8,12465.88,18.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
53.0,1,7,111666.0,3,9.0,0,49,0,32,6,No,10,6,5.2,1.8,15952.29,10.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
22.0,0,1,40183.0,3,10.0,0,38,0,69,3,No,6,0,14.9,0.0,40183.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
39.0,1,12,185936.0,5,9.0,0,35,0,67,8,Yes,10,5,2.8,9.2,15494.67,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
23.0,0,2,42713.0,1,4.0,1,49,0,17,2,No,4,8,10.5,0.0,21356.5,6.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
43.0,1,22,217677.0,4,8.0,1,36,1,69,8,No,7,4,5.1,16.9,9894.41,11.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
50.0,0,8,111335.0,3,10.0,0,52,1,48,6,No,6,14,0.9,7.1,13916.88,11.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
51.0,0,3,76083.0,5,6.0,1,35,1,32,5,Yes,9,11,13.0,0.0,25361.0,8.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
34.0,0,4,75832.0,2,7.0,0,45,1,29,5,No,8,8,13.3,0.0,18958.0,9.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
38.0,1,8,137925.0,3,7.0,0,55,1,9,8,No,10,12,13.4,0.0,17240.62,13.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
49.0,1,20,194850.0,1,6.0,0,41,1,64,12,No,8,8,6.7,13.3,9742.5,16.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
33.0,1,2,52198.0,4,3.0,1,53,0,18,3,Yes,9,11,10.9,0.0,26099.0,8.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.0,0,5,85297.0,1,7.0,0,54,0,56,4,No,7,15,5.9,0.0,17059.4,9.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
60.0,1,30,155259.0,5,10.0,0,48,0,78,11,Yes,4,12,4.2,25.8,5175.3,15.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
40.0,0,18,157051.0,3,9.0,0,39,0,55,9,No,10,5,12.0,6.0,8725.06,12.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
31.0,0,2,46048.0,2,3.0,1,37,1,76,1,No,7,11,5.5,0.0,23024.0,4.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28.0,1,6,143806.0,4,4.0,1,42,0,21,9,No,9,10,11.0,0.0,23967.67,13.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
60.0,1,34,237802.0,2,7.0,1,40,0,51,8,No,8,10,7.7,26.3,6994.18,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
60.0,1,4,86382.0,1,7.0,0,44,1,48,4,No,5,12,1.4,2.6,21595.5,8.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
40.0,1,12,184212.0,2,8.0,1,47,0,15,14,No,5,11,2.3,9.7,15351.0,18.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
47.0,0,5,92488.0,1,9.0,0,55,0,11,6,No,7,9,13.6,0.0,18497.6,11.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
60.0,1,32,220126.0,1,6.0,0,40,0,15,13,No,10,4,8.7,23.3,6878.94,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
34.0,1,6,102611.0,4,5.0,1,46,0,37,6,No,7,13,10.9,0.0,17101.83,10.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
39.0,0,9,129279.0,3,4.0,1,36,0,9,8,No,9,12,15.0,0.0,14364.33,11.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
28.0,0,2,69252.0,3,5.0,1,54,0,10,2,No,7,2,3.4,0.0,34626.0,7.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
31.0,0,6,122136.0,4,3.0,1,35,0,15,8,Yes,7,13,5.5,0.5,20356.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
54.0,0,3,77051.0,3,8.0,0,40,1,56,6,No,9,5,11.1,0.0,25683.67,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
48.0,0,0,49003.0,4,6.0,0,55,1,33,2,No,8,7,3.9,0.0,49003.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
40.0,1,18,220969.0,4,9.0,0,35,0,45,14,Yes,8,11,6.7,11.3,12276.06,17.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
35.0,0,10,102114.0,1,8.0,0,50,1,31,10,No,9,11,8.6,1.4,10211.4,15.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
50.0,1,0,60455.0,5,4.0,1,48,0,76,2,No,7,15,14.9,0.0,60455.0,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60.0,0,6,107250.0,3,9.0,0,40,0,50,10,No,5,6,13.9,0.0,17875.0,14.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
42.0,1,20,215838.0,2,7.0,0,47,0,41,14,No,10,14,1.8,18.2,10791.9,18.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
40.0,0,17,239568.0,4,6.0,0,55,0,57,9,Yes,8,6,1.4,15.6,14092.24,14.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
60.0,1,1,45454.0,4,7.0,0,37,1,54,3,No,9,6,6.8,0.0,45454.0,6.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
33.0,1,11,188401.0,1,7.0,0,53,0,36,9,No,5,14,2.5,8.5,17127.36,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
54.0,0,21,244640.0,1,9.0,0,36,0,54,9,No,9,2,6.3,14.7,11649.52,12.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
60.0,0,28,188399.0,1,7.0,0,47,0,20,14,No,6,3,12.8,15.2,6728.54,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
32.0,1,6,115929.0,2,7.0,0,38,1,63,9,No,6,15,13.1,0.0,19321.5,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
40.0,1,10,137239.0,5,5.0,1,39,0,8,8,No,4,7,10.4,0.0,13723.9,11.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
32.0,1,7,110121.0,2,7.0,0,44,0,34,7,No,8,0,1.5,5.5,15731.57,11.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
31.0,0,4,85629.0,3,7.0,0,39,0,53,4,No,9,15,3.1,0.9,21407.25,7.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
33.0,1,6,122437.0,3,5.0,1,42,0,20,7,No,5,6,2.1,3.9,20406.17,11.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
58.0,0,33,197652.0,4,6.0,0,38,1,39,8,No,9,2,1.5,31.5,5989.45,11.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
37.0,1,5,77482.0,2,6.0,0,54,0,16,6,No,4,6,11.9,0.0,15496.4,11.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
25.0,0,1,55213.0,5,6.0,0,36,1,30,1,No,10,15,11.3,0.0,55213.0,4.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.0,0,8,119658.0,1,3.0,1,48,0,29,10,No,8,14,13.5,0.0,14957.25,14.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
53.0,0,21,234578.0,3,8.0,1,52,0,40,12,No,10,9,3.3,17.7,11170.38,17.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
33.0,1,0,119197.5,2,10.0,0,48,1,61,1,No,4,10,1.7,0.0,119197.5,5.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28.0,0,3,80486.0,1,4.0,1,44,1,46,6,No,9,5,8.9,0.0,26828.67,10.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32.0,1,8,147609.0,2,8.0,0,50,0,23,8,No,6,9,5.7,2.3,18451.12,13.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
50.0,1,13,150743.0,1,8.0,1,46,0,40,14,No,7,0,12.7,0.3,11595.62,18.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
38.0,1,11,200122.0,5,3.0,1,41,0,40,13,Yes,8,3,1.1,9.9,18192.91,17.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
40.0,1,2,48186.0,5,5.0,1,47,1,12,2,No,8,10,2.0,0.0,24093.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29.0,1,2,65403.0,4,7.0,1,39,0,78,3,Yes,10,6,0.4,1.6,32701.5,6.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42.0,1,17,168411.0,3,7.0,0,46,1,28,9,No,10,10,2.8,14.2,9906.53,13.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
45.0,1,6,116735.0,1,6.0,0,38,0,55,10,No,5,15,1.8,4.2,19455.83,13.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
54.0,1,1,56522.0,5,10.0,0,44,1,14,2,Yes,7,2,14.6,0.0,56522.0,6.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
54.0,0,29,248554.0,4,6.0,0,43,0,24,9,Yes,10,10,4.0,25.0,8570.83,13.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
51.0,1,28,150832.0,1,7.0,0,42,0,24,14,No,4,8,10.0,18.0,5386.86,18.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
56.0,1,12,174752.0,2,4.0,1,40,1,73,10,No,6,1,1.0,11.0,14562.67,14.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
42.0,1,7,119852.0,4,6.0,1,42,0,8,7,Yes,6,4,3.0,4.0,17121.71,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
50.0,0,12,202321.0,2,4.0,1,47,1,27,11,No,10,3,2.0,10.0,16860.08,15.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
60.0,1,20,161900.0,4,6.0,1,51,0,7,13,No,6,0,2.8,17.2,8095.0,18.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
44.0,1,9,115031.0,4,7.0,0,35,0,10,6,Yes,7,4,11.0,0.0,12781.22,9.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
30.0,0,2,42004.0,2,7.0,0,44,0,25,3,No,10,13,3.2,0.0,21002.0,7.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
33.0,1,1,46687.0,4,8.0,0,46,0,8,2,Yes,9,0,13.4,0.0,46687.0,6.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31.0,1,0,45182.0,1,6.0,1,42,0,13,1,No,6,3,1.9,0.0,45182.0,5.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
56.0,1,8,120409.0,4,9.0,0,39,0,17,9,Yes,6,15,2.1,5.9,15051.12,12.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
54.0,0,9,148705.0,4,7.0,1,54,1,33,6,No,6,8,11.7,0.0,16522.78,11.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
30.0,1,6,137969.0,4,8.0,1,36,1,6,6,Yes,9,4,2.8,3.2,22994.83,9.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
47.0,1,0,68104.0,2,10.0,0,53,0,32,2,No,9,14,8.1,0.0,68104.0,7.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29.0,1,8,116730.0,4,6.0,0,52,1,48,8,No,10,8,10.4,0.0,14591.25,13.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
56.0,0,6,107882.0,3,10.0,0,46,0,60,10,No,5,2,3.1,2.9,17980.33,14.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0
54.0,0,9,113020.0,5,8.0,1,39,0,74,8,Yes,8,7,11.6,0.0,12557.78,11.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
28.0,0,3,98124.0,3,9.0,0,47,0,71,4,No,4,13,14.7,0.0,32708.0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
30.0,1,0,46840.0,5,6.0,1,37,0,22,3,Yes,8,4,12.1,0.0,46840.0,6.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.0,1,6,122964.0,2,7.0,0,39,1,79,6,No,6,4,10.1,0.0,20494.0,9.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
