Employee_ID,Age,Gender,Department,Job_Role,Experience,Education,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Joining_Date,Attrition,City,Employment_Type,Manager_Rating,Sick_Leaves
395,59,Female,IT,Software Engineer,21,PhD,157361,2,6,Yes,37,Yes,16,10,No,2015-11-25,No,Karachi,Full-Time,9,0
396,25,Male,HR,HR Executive,3,Master,85599,4,9,No,40,No,80,4,Yes,2018-01-16,No,Peshawar,Full-Time,8,1
397,27,Male,Marketing,Marketing Specialist,1,Master,62936,1,10,No,40,Yes,25,1,No,2020-04-17,No,Lahore,Full-Time,5,12
398,54,Female,Finance,Financial Analyst,13,Master,246396,5,6,No,55,No,25,11,Yes,2021-06-01,No,Islamabad,Contract,4,2
399,25,Female,Sales,Sales Manager,0,PhD,40393,1,8,No,53,Yes,77,3,No,2018-07-27,No,Peshawar,Contract,6,8
400,52,Female,Sales,Sales Manager,31,Master,221554,2,6,Yes,40,No,57,11,No,2018-03-24,No,Rawalpindi,Contract,8,14
401,51,Female,Finance,Financial Analyst,14,Bachelor,204997,2,6,No,45,Yes,56,8,No,2014-10-19,No,Lahore,Contract,10,11
402,31,Male,Sales,Sales Executive,3,Bachelor,85475,3,5,Yes,41,No,55,4,No,2018-09-10,No,Karachi,Contract,6,5
403,36,Male,Marketing,SEO Executive,15,PhD,206735,2,9,No,36,Yes,13,14,No,2025-02-10,No,Peshawar,Contract,7,10
404,31,Male,Marketing,SEO Executive,8,Master,132145,3,10,No,40,No,59,6,No,2023-07-15,No,Lahore,Contract,9,3
405,43,Female,HR,Recruiter,22,Bachelor,158273,4,5,Yes,48,Yes,46,8,No,2014-02-20,No,Islamabad,Contract,6,7
406,58,Female,Finance,Financial Analyst,12,Bachelor,242812,2,9,No,53,Yes,45,11,No,2012-11-12,No,Islamabad,Full-Time,7,3
407,27,Female,HR,Recruiter,3,PhD,72193,4,9,No,41,Yes,51,6,Yes,2019-04-30,No,Peshawar,Contract,10,1
408,42,Female,HR,HR Executive,19,Master,185750,4,8,Yes,54,Yes,20,13,Yes,2021-02-01,No,Faisalabad,Full-Time,6,9
409,37,Female,HR,Recruiter,13,PhD,184208,2,6,Yes,35,No,15,11,No,2016-08-15,No,Karachi,Contract,6,11
410,46,Male,HR,Recruiter,19,Master,185855,3,8,No,54,No,25,15,No,2023-11-15,No,Islamabad,Full-Time,5,4
411,25,Female,IT,Software Engineer,4,Master,80330,5,8,No,55,No,55,6,Yes,2022-11-11,No,Islamabad,Full-Time,4,5
412,58,Male,Finance,Financial Analyst,32,Bachelor,215100,1,5,Yes,39,Yes,35,9,No,2021-09-08,No,Peshawar,Full-Time,5,2
413,27,Female,Finance,Financial Analyst,2,Bachelor,57862,5,7,No,55,Yes,75,1,No,2014-12-18,No,Rawalpindi,Contract,7,2
414,38,Male,HR,HR Executive,7,Bachelor,103439,4,7,Yes,36,Yes,24,7,No,2014-08-01,No,Peshawar,Full-Time,4,4
415,47,Male,Finance,Financial Analyst,16,Master,237771,5,7,Yes,36,Yes,31,14,No,2011-12-17,No,Rawalpindi,Full-Time,4,7
416,27,Female,IT,Data Analyst,4,Bachelor,74989,5,10,No,43,No,25,3,No,2015-04-08,No,Rawalpindi,Full-Time,6,6
417,42,Female,Finance,Accountant,12,Bachelor,209198,4,6,No,55,Yes,28,8,No,2018-09-21,No,Peshawar,Contract,8,3
418,35,Male,IT,DevOps Engineer,12,PhD,240406,5,10,No,44,No,11,11,No,2024-05-04,No,Peshawar,Contract,10,7
419,41,Male,HR,HR Executive,6,Bachelor,132741,3,8,Yes,47,No,66,9,No,2012-09-08,No,Islamabad,Full-Time,7,9
420,28,Male,HR,HR Executive,0,PhD,48986,3,4,Yes,47,Yes,11,1,No,2017-10-23,No,Karachi,Full-Time,7,11
421,45,Male,HR,Recruiter,8,Master,119494,1,6,No,39,No,31,6,No,2021-01-15,No,Peshawar,Full-Time,6,3
422,22,Male,Sales,Sales Executive,0,PhD,68501,5,4,Yes,43,No,13,3,Yes,2014-07-06,Yes,Lahore,Contract,6,4
423,24,Female,Sales,Sales Executive,3,Master,70434,1,6,No,43,No,30,3,No,2022-01-15,No,Rawalpindi,Full-Time,10,8
424,37,Female,Finance,Accountant,0,PhD,58315,4,7,Yes,42,No,51,3,No,2019-01-04,No,Karachi,Contract,10,2
425,56,Male,Sales,Sales Manager,23,PhD,192036,4,8,No,53,No,64,13,Yes,2015-04-03,No,Islamabad,Full-Time,5,11
426,45,Female,Sales,Sales Manager,2,PhD,50905,4,7,Yes,52,Yes,48,2,No,2021-06-08,No,Islamabad,Full-Time,7,4
427,58,Male,Marketing,Marketing Specialist,13,PhD,204916,5,8,Yes,36,Yes,37,9,Yes,2011-09-05,No,Rawalpindi,Full-Time,8,5
428,29,Female,Finance,Financial Analyst,5,PhD,77178,4,8,Yes,38,No,24,5,Yes,2022-11-10,No,Rawalpindi,Contract,9,6
429,53,Male,Marketing,Marketing Specialist,4,PhD,94766,3,3,Yes,41,Yes,8,6,No,2023-02-23,Yes,Islamabad,Full-Time,10,0
430,33,Male,IT,Software Engineer,1,Master,53825,4,7,No,54,No,54,2,No,2013-03-11,No,Rawalpindi,Full-Time,4,11
431,59,Male,Sales,Sales Manager,31,Bachelor,196071,3,9,No,50,Yes,59,8,No,2017-12-21,No,Rawalpindi,Contract,9,11
432,24,Female,IT,Data Analyst,0,Master,42718,1,8,No,47,Yes,65,1,No,2014-03-26,No,Islamabad,Full-Time,7,1
433,35,Female,Finance,Financial Analyst,1,Bachelor,59445,1,8,Yes,49,Yes,64,3,No,2025-12-18,No,Peshawar,Full-Time,8,8
434,56,Male,Marketing,SEO Executive,16,PhD,172795,3,3,Yes,40,No,47,15,No,2019-05-13,No,Karachi,Contract,10,13
435,34,Female,HR,HR Executive,7,Bachelor,148793,4,4,Yes,44,Yes,48,7,No,2012-05-07,No,Karachi,Contract,4,15
436,32,Male,IT,Software Engineer,2,PhD,54355,3,6,Yes,48,No,74,2,No,2015-05-02,No,Faisalabad,Full-Time,10,3
437,39,Female,Sales,Sales Executive,17,PhD,158542,3,7,No,46,No,69,9,No,2024-04-27,No,Rawalpindi,Full-Time,9,7
438,32,Male,IT,Software Engineer,9,Bachelor,129235,3,6,No,43,Yes,28,10,No,2018-06-10,No,Peshawar,Full-Time,8,13
439,36,Male,Marketing,Marketing Specialist,4,Master,70366,1,5,Yes,35,No,79,5,No,2023-08-13,No,Lahore,Contract,8,0
440,37,Female,HR,Recruiter,6,Bachelor,131344,2,10,No,40,Yes,23,9,No,2021-08-10,No,Peshawar,Contract,4,4
441,52,Male,HR,HR Executive,10,Bachelor,141000,2,8,No,43,Yes,60,8,No,2026-05-31,No,Peshawar,Contract,10,1
442,34,Female,Sales,Sales Executive,6,Master,149060,4,9,No,51,Yes,35,7,Yes,2020-07-11,No,Faisalabad,Full-Time,8,9
443,48,Male,Sales,Sales Executive,17,Bachelor,234069,3,10,No,47,No,48,8,No,2025-11-05,No,Peshawar,Full-Time,6,9
444,41,Female,Marketing,SEO Executive,16,Master,211515,1,8,No,50,Yes,37,13,No,2024-12-19,No,Rawalpindi,Full-Time,9,8
445,42,Female,Finance,Accountant,7,PhD,120076,3,10,No,48,No,59,7,No,2020-10-13,No,Lahore,Contract,8,6
446,34,Female,HR,Recruiter,11,PhD,176799,5,7,Yes,40,No,36,15,No,2022-05-20,No,Faisalabad,Contract,8,6
447,45,Male,HR,Recruiter,12,Master,224473,5,9,No,39,Yes,37,15,No,2019-03-02,No,Peshawar,Contract,6,3
448,34,Female,IT,Software Engineer,7,Master,133496,4,6,Yes,43,No,67,10,No,2024-01-20,No,Faisalabad,Contract,5,3
449,29,Male,Sales,Sales Manager,2,Bachelor,41344,3,7,No,52,Yes,17,1,No,2019-10-24,No,Islamabad,Full-Time,4,13
450,58,Male,IT,DevOps Engineer,0,Bachelor,49312,2,6,No,42,No,35,2,No,2025-01-19,No,Islamabad,Contract,5,4
451,36,Male,Marketing,SEO Executive,12,Bachelor,171023,5,7,No,54,No,20,9,No,2022-10-01,No,Faisalabad,Full-Time,9,3
452,51,Male,HR,HR Executive,28,Bachelor,164075,2,7,No,44,No,62,8,No,2018-09-18,No,Lahore,Contract,9,6
453,48,Female,IT,Software Engineer,14,Bachelor,230616,1,5,Yes,43,No,60,14,No,2015-06-26,No,Peshawar,Contract,8,10
454,54,Female,IT,Data Analyst,28,PhD,168941,5,5,Yes,47,No,31,9,No,2015-04-21,No,Lahore,Contract,10,6
455,37,Female,Sales,Sales Manager,7,Master,101590,2,8,No,37,Yes,54,10,No,2021-02-27,No,Faisalabad,Contract,9,11
456,53,Female,Sales,Sales Executive,28,Master,183413,2,7,No,46,No,25,13,No,2023-01-30,No,Karachi,Contract,6,5
457,24,Female,Marketing,Marketing Specialist,2,Bachelor,63170,1,6,Yes,52,No,15,1,No,2019-06-01,No,Lahore,Full-Time,8,8
458,31,Female,HR,Recruiter,4,Bachelor,80210,5,5,Yes,42,Yes,78,4,No,2020-12-29,No,Lahore,Contract,4,5
459,37,Male,Sales,Sales Executive,6,PhD,104415,3,8,Yes,40,No,75,6,No,2015-09-18,No,Peshawar,Full-Time,10,11
460,56,Male,HR,HR Executive,15,Bachelor,185695,5,9,No,36,Yes,26,8,Yes,2012-10-03,No,Islamabad,Full-Time,8,1
461,60,Female,HR,HR Executive,36,Master,209630,1,4,Yes,42,Yes,13,10,No,2015-11-18,Yes,Rawalpindi,Full-Time,9,12
462,55,Female,Finance,Financial Analyst,25,PhD,218819,5,7,No,54,No,72,15,No,2015-09-02,No,Faisalabad,Contract,6,13
463,35,Male,HR,HR Executive,9,Master,139609,4,7,No,44,Yes,45,9,Yes,2016-05-22,No,Islamabad,Full-Time,7,15
464,31,Female,HR,Recruiter,9,PhD,125975,2,9,No,42,No,67,7,No,2019-09-12,No,Lahore,Contract,4,12
465,35,Female,Sales,Sales Manager,2,Master,44768,1,8,Yes,46,No,64,3,No,2013-09-02,No,Karachi,Full-Time,6,12
466,60,Female,Sales,Sales Executive,22,PhD,155311,1,3,Yes,45,No,69,15,No,2015-01-24,Yes,Faisalabad,Contract,6,5
467,25,Male,HR,Recruiter,4,Bachelor,70791,4,8,No,54,No,46,6,Yes,2022-01-02,No,Peshawar,Contract,6,9
468,50,Female,Marketing,Marketing Specialist,13,PhD,170097,3,6,No,49,Yes,23,14,No,2022-03-11,No,Karachi,Full-Time,9,6
469,39,Female,Marketing,SEO Executive,7,Bachelor,100793,2,7,Yes,53,No,24,7,No,2012-07-22,No,Karachi,Contract,7,13
470,35,Male,Marketing,SEO Executive,1,Bachelor,63830,1,8,Yes,49,No,19,2,No,2017-09-16,No,Karachi,Contract,5,2
471,45,Female,Sales,Sales Manager,8,PhD,141387,5,9,No,53,Yes,33,8,No,2019-09-25,No,Faisalabad,Contract,5,0
472,54,Female,Finance,Financial Analyst,31,PhD,227554,3,4,Yes,39,Yes,36,12,No,2017-10-31,Yes,Rawalpindi,Full-Time,4,14
473,48,Female,Marketing,SEO Executive,13,PhD,160633,2,6,Yes,50,No,12,11,No,2014-09-12,No,Islamabad,Contract,8,13
474,48,Female,Sales,Sales Executive,0,Master,50092,4,5,Yes,47,No,60,1,Yes,2017-11-23,No,Islamabad,Full-Time,7,7
475,43,Male,Marketing,Marketing Specialist,19,Master,160863,1,8,Yes,35,No,68,9,No,2025-03-02,No,Faisalabad,Contract,4,2
476,22,Female,HR,HR Executive,0,Bachelor,67642,3,5,Yes,53,Yes,26,2,No,2020-05-10,No,Lahore,Contract,9,9
477,59,Male,IT,Software Engineer,2,PhD,65871,4,7,Yes,50,No,80,1,Yes,2022-01-10,No,Karachi,Full-Time,10,9
478,30,Male,Marketing,SEO Executive,7,PhD,142170,1,5,Yes,54,No,9,10,No,2024-06-12,No,Islamabad,Full-Time,7,12
479,50,Female,HR,Recruiter,16,Master,204784,3,8,Yes,45,Yes,64,11,No,2023-01-29,No,Islamabad,Contract,9,4
480,27,Male,HR,HR Executive,4,Bachelor,84710,2,9,No,37,No,45,4,No,2017-04-20,No,Lahore,Full-Time,9,7
481,29,Female,Sales,Sales Manager,3,Master,81934,4,6,Yes,46,Yes,9,4,Yes,2011-09-07,No,Peshawar,Full-Time,5,8
482,47,Female,Sales,Sales Manager,14,Bachelor,236298,5,3,Yes,40,Yes,37,13,No,2016-11-14,Yes,Islamabad,Contract,10,13
483,30,Male,HR,HR Executive,8,PhD,113255,4,6,No,35,No,52,7,Yes,2022-11-24,No,Rawalpindi,Contract,4,10
484,35,Male,Sales,Sales Executive,5,PhD,87395,5,8,Yes,54,No,10,6,No,2024-05-25,No,Peshawar,Contract,8,14
485,24,Female,Marketing,SEO Executive,2,Bachelor,55548,4,6,Yes,53,No,80,2,No,2025-11-23,No,Rawalpindi,Full-Time,8,7
486,36,Female,Finance,Accountant,12,Master,155314,4,5,Yes,47,No,11,11,No,2017-11-17,No,Karachi,Full-Time,5,2
487,41,Male,IT,DevOps Engineer,15,PhD,165187,4,3,Yes,45,Yes,6,11,No,2022-10-22,No,Lahore,Contract,8,13
488,23,Male,HR,Recruiter,0,PhD,45538,3,7,No,43,Yes,59,3,No,2019-10-15,No,Peshawar,Contract,9,6
489,40,Female,Finance,Accountant,17,PhD,159991,1,3,Yes,35,Yes,39,10,No,2020-08-23,Yes,Faisalabad,Full-Time,10,5
490,54,Female,Finance,Accountant,32,Bachelor,160914,1,6,No,40,Yes,74,13,No,2014-11-26,No,Rawalpindi,Contract,6,8
491,26,Male,Marketing,Marketing Specialist,1,Master,55685,3,7,No,45,No,18,3,No,2014-11-20,No,Lahore,Full-Time,4,12
492,52,Male,HR,HR Executive,14,PhD,200760,3,7,Yes,36,No,29,13,No,2018-02-17,No,Rawalpindi,Contract,5,0
493,45,Female,Finance,Accountant,13,PhD,210749,2,7,Yes,38,Yes,65,9,No,2012-01-12,No,Karachi,Contract,10,15
494,29,Male,Marketing,SEO Executive,5,Bachelor,79615,1,5,Yes,44,No,53,3,No,2016-08-20,No,Islamabad,Contract,4,4
495,26,Female,Finance,Financial Analyst,0,Master,53332,1,5,Yes,45,Yes,22,1,No,2021-10-13,No,Islamabad,Contract,6,3
496,38,Female,IT,Software Engineer,10,Bachelor,138156,2,10,No,43,Yes,75,6,No,2017-08-29,No,Lahore,Full-Time,4,9
497,47,Male,Finance,Accountant,9,Master,117632,2,6,Yes,38,Yes,66,6,No,2014-01-26,No,Karachi,Contract,4,1
498,56,Male,Finance,Financial Analyst,16,Bachelor,160749,2,8,Yes,55,Yes,65,13,No,2018-08-09,No,Faisalabad,Full-Time,5,6
499,54,Male,HR,HR Executive,26,Bachelor,225588,4,4,Yes,42,No,32,11,No,2013-07-05,Yes,Peshawar,Contract,8,12
500,59,Female,HR,Recruiter,37,Master,230790,4,10,No,55,Yes,19,9,Yes,2020-12-05,No,Islamabad,Full-Time,6,12
501,58,Male,Finance,Accountant,37,Bachelor,167360,2,5,Yes,36,No,22,8,No,2011-12-31,No,Peshawar,Full-Time,5,6
502,22,Male,IT,DevOps Engineer,0,PhD,43504,2,6,Yes,39,Yes,52,2,No,2017-07-03,No,Karachi,Contract,7,10
503,50,Male,Sales,Sales Manager,27,PhD,201014,2,6,No,42,No,40,13,No,2020-01-23,No,Lahore,Full-Time,10,13
504,49,Female,Finance,Accountant,5,Bachelor,87179,2,7,No,38,Yes,41,5,No,2012-01-01,No,Karachi,Contract,7,8
505,52,Male,Sales,Sales Executive,29,Master,208896,3,7,No,50,No,25,11,No,2021-03-27,No,Islamabad,Full-Time,10,15
506,23,Male,Sales,Sales Executive,2,Master,58079,2,10,No,43,No,17,3,No,2013-08-18,No,Rawalpindi,Full-Time,4,8
507,23,Male,Finance,Financial Analyst,2,Bachelor,48260,5,4,Yes,54,No,72,1,Yes,2018-07-09,Yes,Lahore,Contract,10,0
508,58,Female,Marketing,SEO Executive,0,Master,43554,3,9,No,48,No,80,3,No,2012-05-07,No,Lahore,Full-Time,9,6
509,28,Female,Marketing,SEO Executive,7,PhD,121280,3,6,Yes,50,No,68,6,No,2017-04-13,No,Lahore,Full-Time,6,7
510,26,Male,Marketing,Marketing Specialist,4,Bachelor,98395,2,8,Yes,48,Yes,75,3,No,2014-10-08,No,Lahore,Contract,7,14
511,35,Male,HR,HR Executive,5,Bachelor,70383,1,7,No,55,Yes,16,6,No,2016-06-30,No,Karachi,Contract,6,10
512,27,Female,Marketing,Marketing Specialist,6,PhD,102894,3,5,Yes,40,No,32,9,No,2023-01-05,No,Faisalabad,Full-Time,8,13
513,54,Male,IT,Software Engineer,17,Bachelor,196779,5,8,Yes,40,Yes,78,15,No,2017-04-13,No,Rawalpindi,Contract,9,0
514,32,Male,HR,HR Executive,11,Bachelor,175671,2,10,No,44,Yes,62,11,No,2022-11-16,No,Peshawar,Full-Time,5,7
515,29,Male,HR,HR Executive,5,PhD,75043,2,7,Yes,47,Yes,52,3,No,2024-01-28,No,Islamabad,Contract,7,1
516,28,Male,HR,Recruiter,2,Bachelor,53600,4,10,No,40,No,62,1,Yes,2015-05-19,No,Karachi,Full-Time,5,5
517,33,Female,Sales,Sales Manager,4,Master,94032,2,7,No,44,No,16,3,No,2012-10-27,No,Islamabad,Full-Time,7,3
518,56,Male,IT,Software Engineer,35,Master,156924,5,4,Yes,39,Yes,70,10,Yes,2011-11-20,Yes,Rawalpindi,Full-Time,5,2
519,38,Female,Marketing,Marketing Specialist,10,PhD,102884,4,7,Yes,41,Yes,16,9,No,2019-09-08,No,Lahore,Full-Time,10,4
520,56,Male,IT,Data Analyst,20,Master,194260,1,5,Yes,35,Yes,8,8,No,2026-08-05,No,Lahore,Contract,10,2
521,27,Male,HR,HR Executive,3,Bachelor,71875,2,8,No,45,Yes,69,3,No,2016-11-04,No,Rawalpindi,Contract,6,9
522,27,Male,Finance,Accountant,4,PhD,79410,5,5,Yes,37,Yes,41,6,No,2021-05-07,No,Faisalabad,Contract,10,1
523,54,Female,Sales,Sales Executive,29,Bachelor,150366,2,10,No,46,Yes,51,12,No,2023-04-25,No,Karachi,Full-Time,7,8
524,46,Male,HR,Recruiter,7,Master,133533,3,6,No,36,No,26,7,No,2021-05-15,No,Lahore,Contract,6,12
525,52,Male,Marketing,Marketing Specialist,26,Bachelor,228918,5,5,Yes,35,Yes,13,15,Yes,2022-11-28,No,Lahore,Contract,6,1
526,38,Male,IT,Data Analyst,17,PhD,184289,2,9,No,50,Yes,71,12,No,2025-11-02,No,Peshawar,Full-Time,8,6
527,47,Female,HR,HR Executive,7,Bachelor,109273,5,4,Yes,44,No,57,9,Yes,2014-08-02,Yes,Peshawar,Full-Time,9,9
528,45,Female,Sales,Sales Executive,6,Bachelor,105384,1,8,No,47,No,25,9,No,2011-11-25,No,Islamabad,Contract,10,11
529,33,Female,Finance,Accountant,12,Bachelor,194555,3,6,Yes,35,No,53,10,No,2013-11-17,No,Peshawar,Contract,5,9
530,54,Male,Finance,Financial Analyst,14,PhD,181646,3,8,No,39,Yes,48,10,No,2013-06-27,No,Karachi,Contract,6,1
531,37,Male,IT,Data Analyst,6,Bachelor,134485,5,6,No,38,Yes,23,8,Yes,2021-08-20,No,Islamabad,Full-Time,6,3
532,55,Female,Marketing,SEO Executive,7,PhD,115800,1,8,No,41,Yes,22,10,No,2020-01-20,No,Karachi,Full-Time,9,12
533,48,Male,HR,HR Executive,23,Bachelor,249404,4,7,No,49,Yes,6,13,Yes,2014-11-12,No,Karachi,Contract,4,5
534,28,Female,IT,DevOps Engineer,6,Bachelor,139137,1,8,No,47,No,68,10,No,2022-02-01,No,Faisalabad,Full-Time,5,8
535,48,Male,Marketing,Marketing Specialist,19,PhD,198222,2,6,No,37,Yes,20,13,No,2023-02-05,No,Lahore,Contract,4,9
536,36,Male,Marketing,SEO Executive,12,PhD,153457,4,3,Yes,40,Yes,69,10,Yes,2014-02-10,Yes,Rawalpindi,Contract,5,4
537,43,Female,Finance,Financial Analyst,2,Bachelor,62787,3,8,No,51,Yes,51,3,No,2020-09-14,No,Islamabad,Full-Time,5,0
538,47,Female,HR,Recruiter,13,PhD,165271,4,5,Yes,35,Yes,12,10,No,2022-10-24,No,Karachi,Full-Time,10,6
539,23,Female,Sales,Sales Executive,0,PhD,50498,2,3,Yes,40,No,48,3,No,2013-04-24,Yes,Rawalpindi,Full-Time,4,11
540,49,Male,Marketing,Marketing Specialist,15,PhD,223580,5,7,No,51,No,10,10,No,2023-11-19,No,Rawalpindi,Contract,5,3
541,55,Female,Marketing,Marketing Specialist,12,Master,212506,4,3,Yes,41,No,20,10,No,2026-01-24,Yes,Islamabad,Full-Time,4,1
542,25,Female,IT,DevOps Engineer,4,PhD,96322,3,6,Yes,40,No,37,5,No,2013-03-20,No,Peshawar,Full-Time,8,5
543,58,Female,Marketing,SEO Executive,18,PhD,161751,2,10,No,46,Yes,23,12,No,2011-12-24,No,Peshawar,Contract,8,10
544,23,Female,IT,Data Analyst,2,PhD,69181,1,10,No,42,Yes,60,1,No,2016-04-10,No,Lahore,Full-Time,5,12
545,48,Male,Marketing,Marketing Specialist,17,Master,233917,4,5,Yes,48,No,27,9,Yes,2021-10-03,No,Lahore,Contract,10,6
546,42,Female,Marketing,Marketing Specialist,20,Bachelor,236148,3,10,No,35,No,20,8,No,2025-12-19,No,Faisalabad,Full-Time,10,4
547,43,Male,Marketing,SEO Executive,17,Bachelor,221368,4,5,Yes,43,No,78,10,No,2017-07-18,No,Rawalpindi,Contract,9,12
548,22,Female,IT,Software Engineer,1,Bachelor,65116,5,8,No,53,Yes,37,1,No,2022-04-27,No,Peshawar,Full-Time,6,6
549,37,Female,Marketing,Marketing Specialist,16,Master,153860,4,7,Yes,42,Yes,70,10,No,2012-09-25,No,Peshawar,Full-Time,10,13
550,25,Male,Sales,Sales Executive,3,PhD,72661,5,7,Yes,35,Yes,53,4,No,2021-12-14,No,Lahore,Full-Time,6,1
551,60,Male,IT,Data Analyst,20,Bachelor,173224,5,7,No,55,Yes,11,11,No,2021-01-01,No,Rawalpindi,Contract,7,11
552,53,Female,Finance,Accountant,28,PhD,171274,4,6,No,47,Yes,22,8,Yes,2013-02-14,No,Islamabad,Contract,5,11
553,46,Male,Sales,Sales Manager,5,PhD,95202,1,7,No,51,Yes,29,5,No,2023-03-08,No,Peshawar,Full-Time,7,6
554,27,Male,Sales,Sales Executive,2,Master,46639,4,4,Yes,49,No,6,2,Yes,2024-05-07,Yes,Peshawar,Full-Time,4,6
555,22,Female,Marketing,Marketing Specialist,0,Bachelor,67039,3,7,No,49,No,53,3,No,2020-08-07,No,Rawalpindi,Full-Time,5,3
556,26,Female,HR,Recruiter,2,Master,63789,5,3,Yes,36,No,42,1,No,2013-05-30,Yes,Faisalabad,Full-Time,6,1
557,37,Female,Finance,Accountant,6,PhD,126106,5,7,No,39,No,70,9,Yes,2026-05-09,No,Islamabad,Full-Time,4,5
558,27,Female,IT,Software Engineer,6,PhD,106706,3,4,Yes,48,No,67,7,No,2023-05-03,Yes,Faisalabad,Full-Time,8,14
559,29,Male,HR,HR Executive,8,PhD,101910,2,6,Yes,49,No,80,8,No,2016-10-20,No,Islamabad,Contract,8,13
560,52,Male,IT,Data Analyst,25,Master,217931,1,7,No,35,Yes,15,10,No,2018-01-08,No,Lahore,Contract,6,5
561,42,Male,HR,Recruiter,2,Master,40486,5,6,No,38,No,77,2,Yes,2017-02-25,No,Peshawar,Contract,7,4
562,30,Female,IT,DevOps Engineer,9,Master,136538,5,7,Yes,43,No,74,10,Yes,2019-03-09,No,Rawalpindi,Full-Time,10,9
563,24,Female,HR,HR Executive,0,PhD,61702,4,10,No,54,No,21,3,No,2016-09-17,No,Peshawar,Full-Time,9,9
564,27,Female,Marketing,Marketing Specialist,2,Master,66550,4,6,Yes,46,Yes,74,1,No,2024-05-03,No,Peshawar,Contract,4,12
565,56,Male,Sales,Sales Executive,1,PhD,52466,5,9,No,55,No,73,1,Yes,2023-12-06,No,Rawalpindi,Contract,4,15
566,54,Female,Marketing,SEO Executive,9,Bachelor,132368,5,5,Yes,51,No,28,6,Yes,2013-03-06,No,Islamabad,Full-Time,6,7
567,45,Female,Finance,Accountant,12,PhD,239864,5,8,Yes,35,Yes,40,15,No,2026-01-03,No,Faisalabad,Contract,4,5
568,38,Male,Finance,Financial Analyst,16,Master,175704,3,10,No,54,Yes,36,10,No,2021-02-16,No,Rawalpindi,Contract,10,4
569,47,Male,Marketing,SEO Executive,6,PhD,122294,2,9,No,37,Yes,73,9,No,2024-01-10,No,Faisalabad,Full-Time,6,10
570,46,Male,HR,Recruiter,18,Bachelor,241042,3,10,No,54,Yes,33,11,No,2022-03-16,No,Rawalpindi,Full-Time,8,3
571,45,Male,Sales,Sales Manager,20,Master,200630,1,6,No,45,No,38,13,No,2018-02-16,No,Faisalabad,Contract,8,7
572,29,Male,HR,Recruiter,1,Master,45400,2,5,Yes,45,No,9,1,No,2022-08-08,No,Faisalabad,Contract,8,2
573,41,Male,HR,Recruiter,10,Master,121415,2,6,Yes,41,No,32,8,No,2026-01-28,No,Rawalpindi,Full-Time,4,13
574,37,Female,Marketing,Marketing Specialist,14,Master,231365,2,5,Yes,55,No,16,12,No,2015-08-24,No,Karachi,Full-Time,9,1
575,46,Male,HR,Recruiter,22,PhD,223595,5,7,No,39,Yes,39,8,Yes,2023-09-20,No,Faisalabad,Contract,9,11
576,47,Male,Marketing,SEO Executive,4,Master,83634,3,8,No,53,No,73,3,No,2019-09-01,No,Faisalabad,Contract,10,14
577,30,Female,Finance,Accountant,5,PhD,87738,5,8,No,46,No,27,5,Yes,2018-11-06,No,Islamabad,Contract,7,4
578,49,Female,IT,DevOps Engineer,0,Bachelor,41404,3,4,Yes,55,Yes,14,1,No,2018-02-16,No,Karachi,Full-Time,6,7
579,42,Male,IT,Data Analyst,6,Bachelor,131491,5,8,No,55,Yes,17,6,No,2022-07-24,No,Islamabad,Contract,5,9
580,46,Female,Marketing,SEO Executive,4,Master,83863,4,8,No,44,Yes,5,6,Yes,2015-08-15,No,Peshawar,Full-Time,9,4
581,35,Male,Finance,Financial Analyst,8,Bachelor,148303,2,8,Yes,37,Yes,23,7,No,2024-05-15,No,Lahore,Full-Time,10,0
582,25,Female,Finance,Accountant,0,Bachelor,53610,4,9,No,41,No,8,2,No,2024-01-21,No,Faisalabad,Full-Time,5,5
583,51,Male,Marketing,Marketing Specialist,25,Bachelor,210851,3,7,No,46,No,22,13,No,2012-11-22,No,Islamabad,Contract,9,12
584,42,Male,Marketing,Marketing Specialist,19,Bachelor,200123,1,4,Yes,36,No,20,11,No,2024-10-26,Yes,Faisalabad,Contract,7,15
585,34,Female,Sales,Sales Executive,12,PhD,223988,1,8,Yes,40,Yes,78,10,No,2015-04-03,No,Peshawar,Full-Time,6,6
586,28,Female,Sales,Sales Executive,5,PhD,90983,2,8,Yes,52,Yes,26,5,No,2018-07-26,No,Faisalabad,Full-Time,8,10
587,58,Male,Finance,Accountant,20,PhD,204771,4,9,No,55,No,33,9,No,2020-10-01,No,Islamabad,Contract,9,5
588,58,Female,HR,HR Executive,16,Master,230112,2,9,No,54,Yes,28,9,No,2017-04-12,No,Faisalabad,Contract,7,5
589,25,Female,IT,Software Engineer,1,PhD,64895,4,7,Yes,38,No,46,3,Yes,2012-01-10,No,Faisalabad,Contract,9,4
590,23,Male,HR,HR Executive,0,Master,57956,2,8,No,36,No,64,1,No,2024-05-11,No,Rawalpindi,Full-Time,4,14
591,54,Female,HR,Recruiter,11,Bachelor,157979,2,10,No,43,Yes,54,8,No,2014-04-28,No,Peshawar,Contract,4,2
592,29,Female,Marketing,SEO Executive,1,Master,68573,5,8,Yes,37,Yes,78,3,No,2014-10-11,No,Lahore,Full-Time,10,5
